uniek_id,gml_id,gml_parent_id,gml_parent_property,geometrie,gid,identificatie,oppervlakte,status,gebruiksdoel,openbare_ruimte,huisnummer,huisletter,toevoeging,postcode,woonplaats,bouwjaar,pandidentificatie,pandstatus,rdf_seealso,fme_geometry,gml_pointProperty,gml_multiPointProperty,fme_geometry_0_,fme_geometry_1_,fme_geometry_2_,Straat,Huisnummer,Postcode
van kleffenslaan10  ,verblijfsobject.bag:0344010000036907,,member,,3561028,0344010000036907,118,Verblijfsobject in gebruik,woonfunctie,Van Kleffenslaan,10,,,3527CN,Utrecht,1960,0344100000040264,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000036907,fme_point,,,,,,Van Kleffenslaan,10,3527 CN
koolstraat35  ,verblijfsobject.bag:0344010000040924,,member,,3561067,0344010000040924,125,Verblijfsobject in gebruik,woonfunctie,Koolstraat,35,,,3551SC,Utrecht,1981,0344100000016716,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000040924,fme_point,,,,,,Koolstraat,35,3551 SC
kornalijnlaan22  ,verblijfsobject.bag:0344010000041109,,member,,3561104,0344010000041109,78,Verblijfsobject in gebruik,woonfunctie,Kornalijnlaan,22,,,3523BN,Utrecht,1956,0344100000028030,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041109,fme_point,,,,,,Kornalijnlaan,22,3523 BN
korfoedreef143  ,verblijfsobject.bag:0344010000040937,,member,,3561087,0344010000040937,83,Verblijfsobject in gebruik,woonfunctie,Korfoedreef,143,,,3562SJ,Utrecht,1966,0344100000006001,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000040937,fme_point,,,,,,Korfoedreef,143,3562 SJ
kornalijnlaan10  ,verblijfsobject.bag:0344010000041100,,member,,3561098,0344010000041100,136,Verblijfsobject in gebruik,woonfunctie,Kornalijnlaan,10,,,3523BM,Utrecht,1956,0344100000082330,Pand in gebruik (niet ingemeten),http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041100,fme_point,,,,,,Kornalijnlaan,10,3523 BM
livingstonelaan374  ,verblijfsobject.bag:0344010000041125,,member,,3561119,0344010000041125,78,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,374,,,3526HZ,Utrecht,1963,0344100000070264,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041125,fme_point,,,,,,Livingstonelaan,374,3526 HZ
livingstonelaan558  ,verblijfsobject.bag:0344010000130012,,member,,3561141,0344010000130012,100,Verblijfsobject in gebruik,woonfunctie,Livingstonelaan,558,,,3526JD,Utrecht,1964,0344100000070265,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000130012,fme_point,,,,,,Livingstonelaan,558,3526 JD
eisenhowerlaan288  ,verblijfsobject.bag:0344010000042046,,member,,3561202,0344010000042046,87,Verblijfsobject in gebruik,woonfunctie,Eisenhowerlaan,288,,,3527HM,Utrecht,1966,0344100000010011,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042046,fme_point,,,,,,Eisenhowerlaan,288,3527 HM
eisenhowerlaan294  ,verblijfsobject.bag:0344010000042047,,member,,3561203,0344010000042047,87,Verblijfsobject in gebruik,woonfunctie,Eisenhowerlaan,294,,,3527HM,Utrecht,1966,0344100000010011,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042047,fme_point,,,,,,Eisenhowerlaan,294,3527 HM
eisenhowerlaan398  ,verblijfsobject.bag:0344010000042057,,member,,3561212,0344010000042057,87,Verblijfsobject in gebruik,woonfunctie,Eisenhowerlaan,398,,,3527HP,Utrecht,1966,0344100000010011,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042057,fme_point,,,,,,Eisenhowerlaan,398,3527 HP
prins bernhardplein15  ,verblijfsobject.bag:0344010000145043,,member,,3561278,0344010000145043,75,Verblijfsobject in gebruik,woonfunctie,Prins Bernhardplein,15,,,3555AK,Utrecht,1964,0344100000068315,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000145043,fme_point,,,,,,Prins Bernhardplein,15,3555 AK
rhodosdreef172  ,verblijfsobject.bag:0344010000041326,,member,,3561422,0344010000041326,83,Verblijfsobject in gebruik,woonfunctie,Rhodosdreef,172,,,3562TL,Utrecht,1966,0344100000074475,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041326,fme_point,,,,,,Rhodosdreef,172,3562 TL
rhodosdreef218  ,verblijfsobject.bag:0344010000041328,,member,,3561424,0344010000041328,83,Verblijfsobject in gebruik,woonfunctie,Rhodosdreef,218,,,3562TM,Utrecht,1966,0344100000074475,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041328,fme_point,,,,,,Rhodosdreef,218,3562 TM
ridderplantsoen24  ,verblijfsobject.bag:0344010000144530,,member,,3561456,0344010000144530,65,Verblijfsobject in gebruik,woonfunctie,Ridderplantsoen,24,,,3523HX,Utrecht,1956,0344100000000298,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000144530,fme_point,,,,,,Ridderplantsoen,24,3523 HX
looplantsoen9  ,verblijfsobject.bag:0344010000039182,,member,,3561571,0344010000039182,100,Verblijfsobject in gebruik,woonfunctie,Looplantsoen,9,,,3523GS,Utrecht,1957,0344100000016264,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000039182,fme_point,,,,,,Looplantsoen,9,3523 GS
r.a. kartinistraat51  ,verblijfsobject.bag:0344010000038904,,member,,3561663,0344010000038904,132,Verblijfsobject in gebruik,woonfunctie,R.A. Kartinistraat,51,,,3573XA,Utrecht,1992,0344100000035865,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000038904,fme_point,,,,,,R.A. Kartinistraat,51,3573 XA
tomas masarykstraat65  ,verblijfsobject.bag:0344010000123874,,member,,3561831,0344010000123874,109,Verblijfsobject in gebruik,woonfunctie,Tomas Masarykstraat,65,,,3573PK,Utrecht,1991,0344100000055792,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000123874,fme_point,,,,,,Tomas Masarykstraat,65,3573 PK
matterhorn11  ,verblijfsobject.bag:0344010000041770,,member,,3561836,0344010000041770,58,Verblijfsobject in gebruik,woonfunctie,Matterhorn,11,,,3524WG,Utrecht,1984,0344100000049522,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041770,fme_point,,,,,,Matterhorn,11,3524 WG
miltenburgstraat48  ,verblijfsobject.bag:0344010000039420,,member,,3561926,0344010000039420,106,Verblijfsobject in gebruik,woonfunctie,Miltenburgstraat,48,,,3552XG,Utrecht,1977,0344100000029567,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000039420,fme_point,,,,,,Miltenburgstraat,48,3552 XG
obbinklaan18  ,verblijfsobject.bag:0344010000039796,,member,,3562283,0344010000039796,50,Verblijfsobject in gebruik,woonfunctie,Obbinklaan,18,,,3571NG,Utrecht,1964,0344100000042039,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000039796,fme_point,,,,,,Obbinklaan,18,3571 NG
beneluxlaan50  ,verblijfsobject.bag:0344010000041775,,member,,3562468,0344010000041775,74,Verblijfsobject in gebruik,woonfunctie,Beneluxlaan,50,,,3527HT,Utrecht,1963,0344100000052174,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000041775,fme_point,,,,,,Beneluxlaan,50,3527 HT
beneluxlaan72  ,verblijfsobject.bag:0344010000144995,,member,,3562470,0344010000144995,74,Verblijfsobject in gebruik,woonfunctie,Beneluxlaan,72,,,3527HV,Utrecht,1963,0344100000052174,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000144995,fme_point,,,,,,Beneluxlaan,72,3527 HV
kretadreef38  ,verblijfsobject.bag:0344010000039315,,member,,3562514,0344010000039315,75,Verblijfsobject in gebruik,woonfunctie,Kretadreef,38,,,3562VA,Utrecht,1965,0344100000045494,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000039315,fme_point,,,,,,Kretadreef,38,3562 VA
oeral18  ,verblijfsobject.bag:0344010000039808,,member,,3562577,0344010000039808,95,Verblijfsobject in gebruik,woonfunctie,Oeral,18,,,3524DW,Utrecht,1980,0344100000058544,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000039808,fme_point,,,,,,Oeral,18,3524 DW
oldambt6 b ,verblijfsobject.bag:0344010000039814,,member,,3562587,0344010000039814,65,Verblijfsobject in gebruik,woonfunctie,Oldambt,6,B,,3524BE,Utrecht,1991,0344100000015206,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000039814,fme_point,,,,,,Oldambt,6 b,3524 BE
van eysingalaan301  ,verblijfsobject.bag:0344010000036210,,member,,3562718,0344010000036210,74,Verblijfsobject in gebruik,woonfunctie,Van Eysingalaan,301,,,3527VJ,Utrecht,1960,0344100000049645,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000036210,fme_point,,,,,,Van Eysingalaan,301,3527 VJ
steve bikostraat420  ,verblijfsobject.bag:0344010000123338,,member,,3562907,0344010000123338,110,Verblijfsobject in gebruik,woonfunctie,Steve Bikostraat,420,,,3573BM,Utrecht,1992,0344100000075203,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000123338,fme_point,,,,,,Steve Bikostraat,420,3573 BM
abeelstraat23  ,verblijfsobject.bag:0344010000122492,,member,,3562974,0344010000122492,70,Verblijfsobject in gebruik,woonfunctie,Abeelstraat,23,,,3552RC,Utrecht,1915,0344100000046060,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000122492,fme_point,,,,,,Abeelstraat,23,3552 RC
abeelstraat13  ,verblijfsobject.bag:0344010000145635,,member,,3562969,0344010000145635,70,Verblijfsobject in gebruik,woonfunctie,Abeelstraat,13,,,3552RC,Utrecht,1915,0344100000064506,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000145635,fme_point,,,,,,Abeelstraat,13,3552 RC
m.g. de bruinlaan10  ,verblijfsobject.bag:0344010000046895,,member,,3563033,0344010000046895,122,Verblijfsobject in gebruik,woonfunctie,M.G. de Bruinlaan,10,,,3571VE,Utrecht,1931,0344100000009858,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000046895,fme_point,,,,,,M.G. de Bruinlaan,10,3571 VE
eduard verkadelaan149  ,verblijfsobject.bag:0344010000045373,,member,,3563305,0344010000045373,67,Verblijfsobject in gebruik,woonfunctie,Eduard Verkadelaan,149,,,3584GT,Utrecht,1983,0344100000048401,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045373,fme_point,,,,,,Eduard Verkadelaan,149,3584 GT
nieuwe koekoekstraat61  ,verblijfsobject.bag:0344010000045399,,member,,3563328,0344010000045399,102,Verblijfsobject in gebruik,woonfunctie,Nieuwe Koekoekstraat,61,,,3514EB,Utrecht,1904,0344100000027677,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045399,fme_point,,,,,,Nieuwe Koekoekstraat,61,3514 EB
nieuwe koekoekstraat91  ,verblijfsobject.bag:0344010000045401,,member,,3563330,0344010000045401,129,Verblijfsobject in gebruik,woonfunctie,Nieuwe Koekoekstraat,91,,,3514EC,Utrecht,1904,0344100000014125,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045401,fme_point,,,,,,Nieuwe Koekoekstraat,91,3514 EC
a.b.c.-straat20  ,verblijfsobject.bag:0344010000042301,,member,,3563352,0344010000042301,82,Verblijfsobject in gebruik,woonfunctie,A.B.C.-straat,20,,,3512PX,Utrecht,1650,0344100000058747,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042301,fme_point,,,,,,A.B.C.-straat,20,3512 PX
cartesiusweg25  ,verblijfsobject.bag:0344010000047315,,member,,3563399,0344010000047315,112,Verblijfsobject in gebruik,woonfunctie,Cartesiusweg,25,,,3534BA,Utrecht,1931,0344100000056512,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000047315,fme_point,,,,,,Cartesiusweg,25,3534 BA
cartesiusweg91  ,verblijfsobject.bag:0344010000147263,,member,,3563424,0344010000147263,111,Verblijfsobject in gebruik,woonfunctie,Cartesiusweg,91,,,3534BB,Utrecht,1926,0344100000028545,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000147263,fme_point,,,,,,Cartesiusweg,91,3534 BB
cartesiusweg115  ,verblijfsobject.bag:0344010000045683,,member,,3563431,0344010000045683,110,Verblijfsobject in gebruik,woonfunctie,Cartesiusweg,115,,,3534BC,Utrecht,1934,0344100000054460,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045683,fme_point,,,,,,Cartesiusweg,115,3534 BC
adelboldstraat33  ,verblijfsobject.bag:0344010000045455,,member,,3563497,0344010000045455,80,Verblijfsobject in gebruik,woonfunctie,Adelboldstraat,33,,,3553SH,Utrecht,1931,0344100000009969,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045455,fme_point,,,,,,Adelboldstraat,33,3553 SH
adelaarstraat65  ,verblijfsobject.bag:0344010000042734,,member,,3563675,0344010000042734,150,Verblijfsobject in gebruik,woonfunctie,Adelaarstraat,65,,,3514CC,Utrecht,1903,0344100000062275,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042734,fme_point,,,,,,Adelaarstraat,65,3514 CC
van vollenhovenlaan125  ,verblijfsobject.bag:0344010000042178,,member,,3563550,0344010000042178,98,Verblijfsobject in gebruik,woonfunctie,Van Vollenhovenlaan,125,,,3527JC,Utrecht,1969,0344100000002036,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042178,fme_point,,,,,,Van Vollenhovenlaan,125,3527 JC
turkooislaan43  ,verblijfsobject.bag:0344010000047497,,member,,3563616,0344010000047497,78,Verblijfsobject in gebruik,woonfunctie,Turkooislaan,43,,,3523GK,Utrecht,1957,0344100000046096,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000047497,fme_point,,,,,,Turkooislaan,43,3523 GK
adelaarstraat58  ,verblijfsobject.bag:0344010000042728,,member,,3563668,0344010000042728,110,Verblijfsobject in gebruik,woonfunctie,Adelaarstraat,58,,,3514CG,Utrecht,1906,0344100000020312,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042728,fme_point,,,,,,Adelaarstraat,58,3514 CG
adelaarstraat72  ,verblijfsobject.bag:0344010000042739,,member,,3563681,0344010000042739,90,Verblijfsobject in gebruik,woonfunctie,Adelaarstraat,72,,,3514CH,Utrecht,1903,0344100000009022,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042739,fme_point,,,,,,Adelaarstraat,72,3514 CH
coornhertstraat45  ,verblijfsobject.bag:0344010000045915,,member,,3563793,0344010000045915,104,Verblijfsobject in gebruik,woonfunctie,Coornhertstraat,45,,,3521XG,Utrecht,1915,0344100000027829,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045915,fme_point,,,,,,Coornhertstraat,45,3521 XG
coornhertstraat69  ,verblijfsobject.bag:0344010000045933,,member,,3563809,0344010000045933,145,Verblijfsobject in gebruik,woonfunctie,Coornhertstraat,69,,,3521XG,Utrecht,1923,0344100000055816,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045933,fme_point,,,,,,Coornhertstraat,69,3521 XG
van vollenhovenlaan150  ,verblijfsobject.bag:0344010000042183,,member,,3563835,0344010000042183,76,Verblijfsobject in gebruik,woonfunctie,Van Vollenhovenlaan,150,,,3527JV,Utrecht,1962,0344100000055580,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042183,fme_point,,,,,,Van Vollenhovenlaan,150,3527 JV
keulsekade114  ,verblijfsobject.bag:0344010000042362,,member,,3563866,0344010000042362,70,Verblijfsobject in gebruik,woonfunctie,Keulsekade,114,,,3532AB,Utrecht,1926,0344100000073474,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042362,fme_point,,,,,,Keulsekade,114,3532 AB
paramaribostraat55  ,verblijfsobject.bag:0344010000132113,,member,,3563891,0344010000132113,54,Verblijfsobject in gebruik,woonfunctie,Paramaribostraat,55,,,3531KP,Utrecht,1930,0344100000015072,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000132113,fme_point,,,,,,Paramaribostraat,55,3531 KP
oudenoord515  ,verblijfsobject.bag:0344010000042376,,member,,3563881,0344010000042376,52,Verblijfsobject in gebruik,woonfunctie,Oudenoord,515,,,3513EP,Utrecht,1958,0344100000035223,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042376,fme_point,,,,,,Oudenoord,515,3513 EP
abstederdijk39  ,verblijfsobject.bag:0344010000042558,,member,,3563907,0344010000042558,71,Verblijfsobject in gebruik,"kantoorfunctie, woonfunctie",Abstederdijk,39,,,3582BB,Utrecht,1915,0344100000002513,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042558,fme_point,,,,,,Abstederdijk,39,3582 BB
abstederdijk44  ,verblijfsobject.bag:0344010000143450,,member,,3563910,0344010000143450,89,Verblijfsobject in gebruik,woonfunctie,Abstederdijk,44,,,3582BN,Utrecht,1915,0344100000074103,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000143450,fme_point,,,,,,Abstederdijk,44,3582 BN
johann sebastian bachstraat73  ,verblijfsobject.bag:0344010000046141,,member,,3564144,0344010000046141,125,Verblijfsobject in gebruik,woonfunctie,Johann Sebastian Bachstraat,73,,,3533XB,Utrecht,1919,0344100000027450,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000046141,fme_point,,,,,,Johann Sebastian Bachstraat,73,3533 XB
bakhuizen van den brinkstraat12  ,verblijfsobject.bag:0344010000046323,,member,,3564166,0344010000046323,107,Verblijfsobject in gebruik,woonfunctie,Bakhuizen van den Brinkstraat,12,,,3532GE,Utrecht,1935,0344100000057125,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000046323,fme_point,,,,,,Bakhuizen van den Brinkstraat,12,3532 GE
adriaanstraat27  ,verblijfsobject.bag:0344010000042983,,member,,3564197,0344010000042983,64,Verblijfsobject in gebruik,woonfunctie,Adriaanstraat,27,,,3581SB,Utrecht,1920,0344100000064014,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000042983,fme_point,,,,,,Adriaanstraat,27,3581 SB
tolsteegplantsoen30  ,verblijfsobject.bag:0344010000043210,,member,,3564273,0344010000043210,80,Verblijfsobject in gebruik,woonfunctie,Tolsteegplantsoen,30,,,3523AJ,Utrecht,1957,0344100000056709,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000043210,fme_point,,,,,,Tolsteegplantsoen,30,3523 AJ
rooseveltlaan712  ,verblijfsobject.bag:0344010000047936,,member,,3564288,0344010000047936,85,Verblijfsobject in gebruik,woonfunctie,Rooseveltlaan,712,,,3526BJ,Utrecht,1962,0344100000063446,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000047936,fme_point,,,,,,Rooseveltlaan,712,3526 BJ
rooseveltlaan748  ,verblijfsobject.bag:0344010000047940,,member,,3564294,0344010000047940,85,Verblijfsobject in gebruik,woonfunctie,Rooseveltlaan,748,,,3526BK,Utrecht,1962,0344100000063446,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000047940,fme_point,,,,,,Rooseveltlaan,748,3526 BK
nicolaas beetsstraat6  ,verblijfsobject.bag:0344010000045808,,member,,3564408,0344010000045808,58,Verblijfsobject in gebruik,woonfunctie,Nicolaas Beetsstraat,6,,,3511HE,Utrecht,2008,0344100000009655,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000045808,fme_point,,,,,,Nicolaas Beetsstraat,6,3511 HE
annastraat8  ,verblijfsobject.bag:0344010000046026,,member,,3564466,0344010000046026,98,Verblijfsobject in gebruik,woonfunctie,Annastraat,8,,,3512GR,Utrecht,1450,0344100000018144,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000046026,fme_point,,,,,,Annastraat,8,3512 GR
bankaplein2  ,verblijfsobject.bag:0344010000046725,,member,,3564522,0344010000046725,60,Verblijfsobject in gebruik,woonfunctie,Bankaplein,2,,,3531HL,Utrecht,1920,0344100000076165,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000046725,fme_point,,,,,,Bankaplein,2,3531 HL
bankaplein5  ,verblijfsobject.bag:0344010000046727,,member,,3564524,0344010000046727,86,Verblijfsobject in gebruik,woonfunctie,Bankaplein,5,,,3531HK,Utrecht,1904,0344100000084310,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000046727,fme_point,,,,,,Bankaplein,5,3531 HK
